NPI,State,Login Time,Logout Time,Usage Time (mins),Region,Speciality,Count of Survey Attempts,Login Hour,Logout Hour,Target Hour,Active
1000000731,1,2025-03-08 17:24:00,2025-03-08 19:24:00,120,2,1,4,17,19,13,0
1000000732,8,2025-03-08 18:29:00,2025-03-08 19:08:00,39,2,3,3,18,19,13,0
1000000733,0,2025-03-08 20:16:00,2025-03-08 20:52:00,36,1,3,7,20,20,13,0
1000000734,6,2025-03-08 20:35:00,2025-03-08 21:23:00,48,1,0,8,20,21,13,0
1000000735,1,2025-03-08 20:30:00,2025-03-08 20:35:00,5,0,3,1,20,20,13,0
1000000736,9,2025-03-08 06:09:00,2025-03-08 07:01:00,52,1,1,6,6,7,13,0
1000000737,5,2025-03-08 10:51:00,2025-03-08 11:41:00,50,1,0,10,10,11,13,0
1000000738,4,2025-03-08 09:23:00,2025-03-08 10:48:00,85,1,5,8,9,10,13,0
1000000739,1,2025-03-08 06:54:00,2025-03-08 07:45:00,51,0,2,7,6,7,13,0
1000000740,7,2025-03-08 16:43:00,2025-03-08 18:09:00,86,3,0,3,16,18,13,0
1000000741,4,2025-03-08 08:45:00,2025-03-08 09:43:00,58,1,2,4,8,9,13,0
1000000742,8,2025-03-08 06:32:00,2025-03-08 08:21:00,109,3,1,8,6,8,13,0
1000000743,6,2025-03-08 18:50:00,2025-03-08 19:42:00,52,1,6,10,18,19,13,0
1000000744,4,2025-03-08 18:16:00,2025-03-08 19:33:00,77,1,2,3,18,19,13,0
1000000745,9,2025-03-08 12:41:00,2025-03-08 14:16:00,95,1,2,6,12,14,13,1
1000000746,3,2025-03-08 20:56:00,2025-03-08 21:40:00,44,0,1,6,20,21,13,0
1000000747,3,2025-03-08 09:22:00,2025-03-08 09:54:00,32,0,4,5,9,9,13,0
1000000748,3,2025-03-08 19:23:00,2025-03-08 20:33:00,70,3,1,2,19,20,13,0
1000000749,0,2025-03-08 07:01:00,2025-03-08 08:19:00,78,3,1,10,7,8,13,0
1000000750,8,2025-03-08 06:11:00,2025-03-08 07:17:00,66,1,0,0,6,7,13,0
1000000751,7,2025-03-08 11:12:00,2025-03-08 11:57:00,45,2,3,2,11,11,13,0
1000000752,1,2025-03-08 14:17:00,2025-03-08 15:02:00,45,2,5,7,14,15,13,0
1000000753,1,2025-03-08 13:52:00,2025-03-08 15:00:00,68,3,1,2,13,15,13,1
1000000754,5,2025-03-08 20:20:00,2025-03-08 21:33:00,73,1,0,7,20,21,13,0
1000000755,2,2025-03-08 06:33:00,2025-03-08 08:25:00,112,0,5,0,6,8,13,0
1000000756,1,2025-03-08 15:23:00,2025-03-08 16:07:00,44,0,2,8,15,16,13,0
1000000757,4,2025-03-08 13:09:00,2025-03-08 14:08:00,59,2,1,7,13,14,13,1
1000000758,0,2025-03-08 19:42:00,2025-03-08 20:09:00,27,0,5,7,19,20,13,0
1000000759,7,2025-03-08 08:46:00,2025-03-08 10:01:00,75,3,1,2,8,10,13,0
1000000760,2,2025-03-08 14:16:00,2025-03-08 14:54:00,38,3,0,7,14,14,13,0
1000000761,9,2025-03-08 13:34:00,2025-03-08 15:12:00,98,2,5,5,13,15,13,1
1000000762,8,2025-03-08 15:50:00,2025-03-08 16:43:00,53,2,3,7,15,16,13,0
1000000763,9,2025-03-08 18:59:00,2025-03-08 19:36:00,37,1,6,9,18,19,13,0
1000000764,7,2025-03-08 16:25:00,2025-03-08 18:00:00,95,3,2,1,16,18,13,0
1000000765,7,2025-03-08 14:50:00,2025-03-08 15:41:00,51,3,0,0,14,15,13,0
1000000766,4,2025-03-08 18:26:00,2025-03-08 19:21:00,55,2,2,2,18,19,13,0
1000000767,9,2025-03-08 19:09:00,2025-03-08 20:33:00,84,1,4,4,19,20,13,0
1000000768,9,2025-03-08 11:14:00,2025-03-08 11:25:00,11,2,3,1,11,11,13,0
1000000769,8,2025-03-08 13:50:00,2025-03-08 15:25:00,95,3,6,0,13,15,13,1
1000000770,4,2025-03-08 13:25:00,2025-03-08 14:57:00,92,2,6,4,13,14,13,1
1000000771,3,2025-03-08 20:54:00,2025-03-08 22:13:00,79,1,2,3,20,22,13,0
1000000772,5,2025-03-08 10:20:00,2025-03-08 11:38:00,78,2,5,5,10,11,13,0
1000000773,0,2025-03-08 15:53:00,2025-03-08 17:17:00,84,1,6,1,15,17,13,0
1000000774,1,2025-03-08 09:44:00,2025-03-08 11:01:00,77,3,1,5,9,11,13,0
1000000775,6,2025-03-08 06:41:00,2025-03-08 07:31:00,50,2,3,9,6,7,13,0
1000000776,3,2025-03-08 13:22:00,2025-03-08 14:07:00,45,3,3,10,13,14,13,1
1000000777,3,2025-03-08 10:15:00,2025-03-08 11:59:00,104,0,3,5,10,11,13,0
1000000778,8,2025-03-08 11:18:00,2025-03-08 12:19:00,61,0,1,0,11,12,13,0
1000000779,9,2025-03-08 09:51:00,2025-03-08 11:13:00,82,2,3,0,9,11,13,0
1000000780,0,2025-03-08 12:28:00,2025-03-08 14:08:00,100,3,5,7,12,14,13,1
1000000781,4,2025-03-08 14:22:00,2025-03-08 15:44:00,82,1,2,7,14,15,13,0
1000000782,7,2025-03-08 12:31:00,2025-03-08 13:56:00,85,0,1,10,12,13,13,1
1000000783,3,2025-03-08 17:06:00,2025-03-08 18:08:00,62,1,4,4,17,18,13,0
1000000784,3,2025-03-08 11:14:00,2025-03-08 11:52:00,38,2,0,6,11,11,13,0
1000000785,6,2025-03-08 06:12:00,2025-03-08 06:19:00,7,3,1,0,6,6,13,0
1000000786,4,2025-03-08 08:34:00,2025-03-08 09:35:00,61,1,1,8,8,9,13,0
1000000787,3,2025-03-08 07:09:00,2025-03-08 07:44:00,35,3,3,4,7,7,13,0
1000000788,8,2025-03-08 15:34:00,2025-03-08 16:08:00,34,0,5,7,15,16,13,0
1000000789,7,2025-03-08 15:41:00,2025-03-08 16:35:00,54,0,0,7,15,16,13,0
1000000790,6,2025-03-08 16:32:00,2025-03-08 16:47:00,15,2,6,9,16,16,13,0
1000000791,1,2025-03-08 07:53:00,2025-03-08 08:48:00,55,2,2,6,7,8,13,0
1000000792,8,2025-03-08 07:16:00,2025-03-08 08:55:00,99,0,0,0,7,8,13,0
1000000793,8,2025-03-08 10:42:00,2025-03-08 11:17:00,35,0,3,8,10,11,13,0
1000000794,7,2025-03-08 07:43:00,2025-03-08 09:30:00,107,2,2,1,7,9,13,0
1000000795,5,2025-03-08 07:07:00,2025-03-08 07:21:00,14,1,0,8,7,7,13,0
1000000796,1,2025-03-08 06:31:00,2025-03-08 06:52:00,21,3,1,4,6,6,13,0
1000000797,3,2025-03-08 08:19:00,2025-03-08 09:07:00,48,2,3,8,8,9,13,0
1000000798,1,2025-03-08 13:03:00,2025-03-08 13:56:00,53,0,3,8,13,13,13,1
1000000799,3,2025-03-08 12:23:00,2025-03-08 12:54:00,31,2,5,8,12,12,13,0
1000000800,9,2025-03-08 06:45:00,2025-03-08 07:59:00,74,0,5,2,6,7,13,0
1000000801,3,2025-03-08 12:22:00,2025-03-08 13:35:00,73,1,4,5,12,13,13,1
1000000802,0,2025-03-08 16:00:00,2025-03-08 16:31:00,31,1,5,9,16,16,13,0
1000000803,3,2025-03-08 16:15:00,2025-03-08 17:28:00,73,3,3,0,16,17,13,0
1000000804,8,2025-03-08 12:09:00,2025-03-08 12:17:00,8,3,2,8,12,12,13,0
1000000805,6,2025-03-08 20:55:00,2025-03-08 22:11:00,76,1,2,9,20,22,13,0
1000000806,6,2025-03-08 13:02:00,2025-03-08 14:59:00,117,2,2,4,13,14,13,1
1000000807,9,2025-03-08 10:59:00,2025-03-08 12:00:00,61,2,0,2,10,12,13,0
1000000808,8,2025-03-08 08:01:00,2025-03-08 08:47:00,46,1,1,2,8,8,13,0
1000000809,0,2025-03-08 12:17:00,2025-03-08 13:54:00,97,2,2,10,12,13,13,1
1000000810,7,2025-03-08 19:16:00,2025-03-08 20:54:00,98,1,2,10,19,20,13,0
1000000811,9,2025-03-08 17:10:00,2025-03-08 17:15:00,5,1,0,4,17,17,13,0
1000000812,3,2025-03-08 20:55:00,2025-03-08 22:12:00,77,3,4,8,20,22,13,0
1000000813,8,2025-03-08 14:33:00,2025-03-08 15:50:00,77,3,5,2,14,15,13,0
1000000814,6,2025-03-08 14:23:00,2025-03-08 15:08:00,45,1,3,10,14,15,13,0
1000000815,5,2025-03-08 20:06:00,2025-03-08 21:11:00,65,1,5,6,20,21,13,0
1000000816,7,2025-03-08 12:15:00,2025-03-08 13:17:00,62,3,4,7,12,13,13,1
1000000817,1,2025-03-08 07:01:00,2025-03-08 07:51:00,50,2,1,2,7,7,13,0
1000000818,9,2025-03-08 06:37:00,2025-03-08 08:33:00,116,0,1,4,6,8,13,0
1000000819,4,2025-03-08 07:06:00,2025-03-08 09:02:00,116,0,3,0,7,9,13,0
1000000820,9,2025-03-08 08:16:00,2025-03-08 09:35:00,79,3,3,2,8,9,13,0
1000000821,4,2025-03-08 08:59:00,2025-03-08 10:24:00,85,2,4,1,8,10,13,0
1000000822,7,2025-03-08 15:49:00,2025-03-08 16:49:00,60,0,3,9,15,16,13,0
1000000823,0,2025-03-08 10:18:00,2025-03-08 12:14:00,116,2,6,1,10,12,13,0
1000000824,2,2025-03-08 17:23:00,2025-03-08 18:20:00,57,3,2,2,17,18,13,0
1000000825,6,2025-03-08 11:37:00,2025-03-08 12:22:00,45,3,6,0,11,12,13,0
1000000826,5,2025-03-08 12:49:00,2025-03-08 13:18:00,29,2,4,9,12,13,13,1
1000000827,0,2025-03-08 16:02:00,2025-03-08 16:37:00,35,3,2,9,16,16,13,0
1000000828,4,2025-03-08 20:54:00,2025-03-08 21:24:00,30,1,4,0,20,21,13,0
1000000829,1,2025-03-08 17:54:00,2025-03-08 19:20:00,86,3,1,1,17,19,13,0
1000000830,2,2025-03-08 11:53:00,2025-03-08 12:02:00,9,3,6,2,11,12,13,0
1000000831,4,2025-03-08 08:56:00,2025-03-08 10:44:00,108,3,2,2,8,10,13,0
1000000832,8,2025-03-08 15:13:00,2025-03-08 16:28:00,75,2,4,5,15,16,13,0
1000000833,2,2025-03-08 15:24:00,2025-03-08 15:42:00,18,1,5,10,15,15,13,0
1000000834,9,2025-03-08 13:55:00,2025-03-08 15:50:00,115,3,5,5,13,15,13,1
1000000835,4,2025-03-08 12:57:00,2025-03-08 14:00:00,63,0,5,7,12,14,13,1
1000000836,9,2025-03-08 07:02:00,2025-03-08 07:25:00,23,1,4,0,7,7,13,0
1000000837,7,2025-03-08 13:30:00,2025-03-08 15:30:00,120,2,6,9,13,15,13,1
1000000838,1,2025-03-08 17:54:00,2025-03-08 18:21:00,27,1,0,2,17,18,13,0
1000000839,5,2025-03-08 20:24:00,2025-03-08 21:56:00,92,3,0,8,20,21,13,0
1000000840,0,2025-03-08 19:05:00,2025-03-08 20:30:00,85,3,1,5,19,20,13,0
1000000841,6,2025-03-08 13:11:00,2025-03-08 13:28:00,17,1,2,5,13,13,13,1
1000000842,4,2025-03-08 16:01:00,2025-03-08 17:38:00,97,1,3,10,16,17,13,0
1000000843,3,2025-03-08 10:35:00,2025-03-08 12:22:00,107,1,4,7,10,12,13,0
1000000844,4,2025-03-08 15:18:00,2025-03-08 15:49:00,31,1,6,5,15,15,13,0
1000000845,0,2025-03-08 13:57:00,2025-03-08 14:16:00,19,3,3,4,13,14,13,1
1000000846,6,2025-03-08 06:56:00,2025-03-08 08:22:00,86,2,3,9,6,8,13,0
1000000847,7,2025-03-08 20:22:00,2025-03-08 21:29:00,67,1,3,4,20,21,13,0
1000000848,7,2025-03-08 13:39:00,2025-03-08 14:03:00,24,1,1,6,13,14,13,1
1000000849,7,2025-03-08 07:19:00,2025-03-08 07:52:00,33,0,4,7,7,7,13,0
1000000850,7,2025-03-08 11:33:00,2025-03-08 13:24:00,111,3,4,4,11,13,13,1
1000000851,7,2025-03-08 16:53:00,2025-03-08 17:21:00,28,1,2,4,16,17,13,0
1000000852,3,2025-03-08 11:14:00,2025-03-08 11:53:00,39,3,6,9,11,11,13,0
1000000853,5,2025-03-08 13:37:00,2025-03-08 15:03:00,86,1,6,2,13,15,13,1
1000000854,7,2025-03-08 12:24:00,2025-03-08 13:19:00,55,0,0,2,12,13,13,1
1000000855,5,2025-03-08 09:48:00,2025-03-08 10:43:00,55,1,3,2,9,10,13,0
1000000856,2,2025-03-08 08:49:00,2025-03-08 09:56:00,67,3,3,8,8,9,13,0
1000000857,8,2025-03-08 19:27:00,2025-03-08 20:35:00,68,3,3,9,19,20,13,0
1000000858,2,2025-03-08 11:08:00,2025-03-08 12:46:00,98,2,3,6,11,12,13,0
1000000859,9,2025-03-08 15:47:00,2025-03-08 17:38:00,111,3,1,10,15,17,13,0
1000000860,4,2025-03-08 15:23:00,2025-03-08 16:19:00,56,1,4,1,15,16,13,0
1000000861,3,2025-03-08 20:28:00,2025-03-08 22:18:00,110,2,3,6,20,22,13,0
1000000862,9,2025-03-08 16:52:00,2025-03-08 18:28:00,96,0,6,10,16,18,13,0
1000000863,8,2025-03-08 10:30:00,2025-03-08 11:15:00,45,1,0,5,10,11,13,0
1000000864,1,2025-03-08 06:00:00,2025-03-08 07:17:00,77,0,3,7,6,7,13,0
1000000865,8,2025-03-08 17:06:00,2025-03-08 19:06:00,120,0,0,3,17,19,13,0
1000000866,4,2025-03-08 06:04:00,2025-03-08 08:04:00,120,1,5,7,6,8,13,0
1000000867,8,2025-03-08 20:53:00,2025-03-08 22:11:00,78,2,4,8,20,22,13,0
1000000868,8,2025-03-08 15:06:00,2025-03-08 16:39:00,93,3,0,3,15,16,13,0
1000000869,4,2025-03-08 19:56:00,2025-03-08 21:04:00,68,2,6,3,19,21,13,0
1000000870,2,2025-03-08 17:51:00,2025-03-08 19:32:00,101,0,0,2,17,19,13,0
1000000871,2,2025-03-08 11:58:00,2025-03-08 12:13:00,15,0,3,0,11,12,13,0
1000000872,5,2025-03-08 15:33:00,2025-03-08 17:14:00,101,3,4,9,15,17,13,0
1000000873,8,2025-03-08 09:14:00,2025-03-08 09:54:00,40,0,0,10,9,9,13,0
1000000874,3,2025-03-08 10:03:00,2025-03-08 11:54:00,111,1,1,3,10,11,13,0
1000000875,1,2025-03-08 14:48:00,2025-03-08 15:16:00,28,1,2,9,14,15,13,0
1000000876,8,2025-03-08 17:50:00,2025-03-08 18:59:00,69,2,6,1,17,18,13,0
1000000877,2,2025-03-08 17:55:00,2025-03-08 19:37:00,102,1,0,10,17,19,13,0
1000000878,9,2025-03-08 19:31:00,2025-03-08 20:36:00,65,2,2,1,19,20,13,0
1000000879,3,2025-03-08 07:39:00,2025-03-08 09:34:00,115,0,2,5,7,9,13,0
1000000880,5,2025-03-08 08:28:00,2025-03-08 10:02:00,94,2,6,2,8,10,13,0
1000000881,4,2025-03-08 13:41:00,2025-03-08 15:18:00,97,0,2,7,13,15,13,1
1000000882,0,2025-03-08 16:55:00,2025-03-08 18:54:00,119,3,2,10,16,18,13,0
1000000883,7,2025-03-08 16:29:00,2025-03-08 17:54:00,85,0,3,2,16,17,13,0
1000000884,3,2025-03-08 15:58:00,2025-03-08 16:15:00,17,3,1,3,15,16,13,0
1000000885,1,2025-03-08 10:35:00,2025-03-08 12:13:00,98,0,3,4,10,12,13,0
1000000886,0,2025-03-08 20:15:00,2025-03-08 21:37:00,82,0,6,10,20,21,13,0
1000000887,0,2025-03-08 15:34:00,2025-03-08 16:19:00,45,0,2,0,15,16,13,0
1000000888,5,2025-03-08 13:15:00,2025-03-08 14:00:00,45,2,0,7,13,14,13,1
1000000889,0,2025-03-08 11:42:00,2025-03-08 13:36:00,114,1,2,1,11,13,13,1
1000000890,9,2025-03-08 14:25:00,2025-03-08 16:01:00,96,2,2,6,14,16,13,0
1000000891,5,2025-03-08 19:47:00,2025-03-08 21:40:00,113,0,3,5,19,21,13,0
1000000892,4,2025-03-08 13:25:00,2025-03-08 14:51:00,86,3,4,9,13,14,13,1
1000000893,3,2025-03-08 13:37:00,2025-03-08 13:54:00,17,0,4,6,13,13,13,1
1000000894,6,2025-03-08 14:18:00,2025-03-08 14:40:00,22,3,3,4,14,14,13,0
1000000895,3,2025-03-08 10:40:00,2025-03-08 11:28:00,48,3,3,7,10,11,13,0
1000000896,3,2025-03-08 06:27:00,2025-03-08 07:31:00,64,3,5,1,6,7,13,0
1000000897,7,2025-03-08 18:12:00,2025-03-08 19:02:00,50,1,0,1,18,19,13,0
1000000898,7,2025-03-08 15:27:00,2025-03-08 16:29:00,62,0,1,2,15,16,13,0
1000000899,5,2025-03-08 07:54:00,2025-03-08 08:35:00,41,3,4,4,7,8,13,0
1000000900,2,2025-03-08 06:29:00,2025-03-08 07:35:00,66,0,0,7,6,7,13,0
1000000901,7,2025-03-08 06:01:00,2025-03-08 07:42:00,101,2,4,8,6,7,13,0
1000000902,8,2025-03-08 09:11:00,2025-03-08 09:18:00,7,2,0,0,9,9,13,0
1000000903,2,2025-03-08 12:41:00,2025-03-08 13:30:00,49,2,4,3,12,13,13,1
1000000904,2,2025-03-08 14:57:00,2025-03-08 16:47:00,110,0,5,1,14,16,13,0
1000000905,1,2025-03-08 11:57:00,2025-03-08 13:43:00,106,3,0,2,11,13,13,1
1000000906,2,2025-03-08 10:52:00,2025-03-08 12:26:00,94,3,2,5,10,12,13,0
1000000907,8,2025-03-08 08:40:00,2025-03-08 09:14:00,34,1,6,0,8,9,13,0
1000000908,1,2025-03-08 06:41:00,2025-03-08 08:33:00,112,3,4,1,6,8,13,0
1000000909,8,2025-03-08 11:43:00,2025-03-08 12:03:00,20,3,2,3,11,12,13,0
1000000910,5,2025-03-08 15:58:00,2025-03-08 16:42:00,44,0,0,8,15,16,13,0
1000000911,9,2025-03-08 18:38:00,2025-03-08 20:18:00,100,3,2,3,18,20,13,0
1000000912,2,2025-03-08 17:21:00,2025-03-08 18:30:00,69,0,1,4,17,18,13,0
1000000913,4,2025-03-08 12:49:00,2025-03-08 14:15:00,86,0,1,2,12,14,13,1
1000000914,2,2025-03-08 13:52:00,2025-03-08 15:38:00,106,2,6,9,13,15,13,1
1000000915,2,2025-03-08 11:46:00,2025-03-08 13:46:00,120,1,2,5,11,13,13,1
1000000916,0,2025-03-08 14:18:00,2025-03-08 16:17:00,119,3,5,0,14,16,13,0
1000000917,0,2025-03-08 07:59:00,2025-03-08 09:29:00,90,1,4,2,7,9,13,0
1000000918,1,2025-03-08 17:21:00,2025-03-08 19:07:00,106,0,5,7,17,19,13,0
1000000919,0,2025-03-08 17:17:00,2025-03-08 18:03:00,46,1,4,8,17,18,13,0
1000000920,1,2025-03-08 12:04:00,2025-03-08 13:49:00,105,1,4,2,12,13,13,1
1000000921,7,2025-03-08 11:09:00,2025-03-08 12:38:00,89,2,0,10,11,12,13,0
1000000922,2,2025-03-08 19:10:00,2025-03-08 20:52:00,102,3,6,6,19,20,13,0
1000000923,1,2025-03-08 07:48:00,2025-03-08 08:54:00,66,0,0,7,7,8,13,0
1000000924,3,2025-03-08 12:24:00,2025-03-08 13:44:00,80,2,6,8,12,13,13,1
1000000925,6,2025-03-08 14:06:00,2025-03-08 15:49:00,103,0,5,4,14,15,13,0
1000000926,0,2025-03-08 06:26:00,2025-03-08 07:45:00,79,1,2,8,6,7,13,0
1000000927,9,2025-03-08 20:55:00,2025-03-08 22:28:00,93,0,4,3,20,22,13,0
1000000928,8,2025-03-08 09:57:00,2025-03-08 10:42:00,45,0,3,8,9,10,13,0
1000000929,6,2025-03-08 15:18:00,2025-03-08 16:18:00,60,3,5,0,15,16,13,0
1000000930,1,2025-03-08 18:15:00,2025-03-08 18:20:00,5,3,6,6,18,18,13,0
1000000931,6,2025-03-08 15:15:00,2025-03-08 16:31:00,76,1,6,6,15,16,13,0
1000000932,1,2025-03-08 10:58:00,2025-03-08 12:46:00,108,1,2,7,10,12,13,0
1000000933,7,2025-03-08 11:04:00,2025-03-08 11:14:00,10,1,0,1,11,11,13,0
1000000934,4,2025-03-08 07:52:00,2025-03-08 09:24:00,92,1,6,10,7,9,13,0
1000000935,8,2025-03-08 14:28:00,2025-03-08 15:38:00,70,2,5,0,14,15,13,0
1000000936,7,2025-03-08 13:34:00,2025-03-08 14:32:00,58,0,5,5,13,14,13,1
1000000937,6,2025-03-08 06:36:00,2025-03-08 07:33:00,57,1,4,8,6,7,13,0
1000000938,9,2025-03-08 13:18:00,2025-03-08 14:54:00,96,3,6,9,13,14,13,1
1000000939,6,2025-03-08 14:26:00,2025-03-08 15:29:00,63,0,4,9,14,15,13,0
1000000940,5,2025-03-08 16:36:00,2025-03-08 18:19:00,103,3,3,8,16,18,13,0
1000000941,6,2025-03-08 18:21:00,2025-03-08 20:01:00,100,1,3,0,18,20,13,0
1000000942,4,2025-03-08 14:18:00,2025-03-08 15:34:00,76,2,6,2,14,15,13,0
1000000943,2,2025-03-08 06:18:00,2025-03-08 08:05:00,107,1,0,9,6,8,13,0
1000000944,3,2025-03-08 17:16:00,2025-03-08 18:26:00,70,3,5,7,17,18,13,0
1000000945,9,2025-03-08 13:22:00,2025-03-08 13:30:00,8,3,0,5,13,13,13,1
1000000946,3,2025-03-08 07:52:00,2025-03-08 08:06:00,14,2,1,7,7,8,13,0
1000000947,1,2025-03-08 07:46:00,2025-03-08 08:56:00,70,3,3,6,7,8,13,0
1000000948,5,2025-03-08 11:57:00,2025-03-08 13:03:00,66,0,4,2,11,13,13,1
1000000949,3,2025-03-08 11:34:00,2025-03-08 13:13:00,99,0,2,9,11,13,13,1
1000000950,7,2025-03-08 18:15:00,2025-03-08 18:46:00,31,3,6,10,18,18,13,0
1000000951,5,2025-03-08 09:06:00,2025-03-08 10:43:00,97,3,4,10,9,10,13,0
1000000952,5,2025-03-08 12:01:00,2025-03-08 13:59:00,118,2,3,6,12,13,13,1
1000000953,7,2025-03-08 10:47:00,2025-03-08 11:23:00,36,0,6,0,10,11,13,0
1000000954,5,2025-03-08 20:53:00,2025-03-08 22:09:00,76,2,0,5,20,22,13,0
1000000955,4,2025-03-08 14:42:00,2025-03-08 16:30:00,108,3,3,2,14,16,13,0
1000000956,2,2025-03-08 10:46:00,2025-03-08 12:22:00,96,0,4,3,10,12,13,0
1000000957,1,2025-03-08 14:39:00,2025-03-08 15:03:00,24,3,2,6,14,15,13,0
1000000958,2,2025-03-08 16:46:00,2025-03-08 16:56:00,10,3,1,7,16,16,13,0
1000000959,6,2025-03-08 09:21:00,2025-03-08 10:50:00,89,0,0,0,9,10,13,0
1000000960,1,2025-03-08 10:03:00,2025-03-08 11:06:00,63,2,5,0,10,11,13,0
1000000961,3,2025-03-08 09:09:00,2025-03-08 10:10:00,61,2,2,1,9,10,13,0
1000000962,8,2025-03-08 06:33:00,2025-03-08 07:05:00,32,0,0,2,6,7,13,0
1000000963,8,2025-03-08 18:31:00,2025-03-08 19:07:00,36,2,6,4,18,19,13,0
1000000964,5,2025-03-08 17:35:00,2025-03-08 18:59:00,84,3,5,7,17,18,13,0
1000000965,1,2025-03-08 12:21:00,2025-03-08 13:15:00,54,0,3,3,12,13,13,1
1000000966,7,2025-03-08 06:01:00,2025-03-08 06:08:00,7,2,3,6,6,6,13,0
1000000967,9,2025-03-08 11:02:00,2025-03-08 11:38:00,36,2,6,2,11,11,13,0
1000000968,6,2025-03-08 11:44:00,2025-03-08 12:02:00,18,1,6,9,11,12,13,0
1000000969,1,2025-03-08 16:45:00,2025-03-08 17:39:00,54,2,6,8,16,17,13,0
1000000970,1,2025-03-08 07:50:00,2025-03-08 09:07:00,77,2,1,2,7,9,13,0
1000000971,3,2025-03-08 13:16:00,2025-03-08 14:38:00,82,3,5,5,13,14,13,1
1000000972,4,2025-03-08 20:41:00,2025-03-08 21:09:00,28,0,3,10,20,21,13,0
1000000973,9,2025-03-08 07:22:00,2025-03-08 08:19:00,57,0,5,4,7,8,13,0
1000000974,3,2025-03-08 19:23:00,2025-03-08 21:04:00,101,1,3,6,19,21,13,0
1000000975,3,2025-03-08 17:47:00,2025-03-08 18:53:00,66,3,2,5,17,18,13,0
1000000976,0,2025-03-08 14:27:00,2025-03-08 15:44:00,77,3,3,5,14,15,13,0
1000000977,7,2025-03-08 15:52:00,2025-03-08 17:31:00,99,1,2,2,15,17,13,0
1000000978,4,2025-03-08 10:52:00,2025-03-08 11:23:00,31,1,2,9,10,11,13,0
1000000979,3,2025-03-08 12:20:00,2025-03-08 12:50:00,30,1,3,1,12,12,13,0
1000000980,9,2025-03-08 07:39:00,2025-03-08 09:30:00,111,1,5,9,7,9,13,0
1000000981,5,2025-03-08 08:45:00,2025-03-08 10:37:00,112,3,6,0,8,10,13,0
1000000982,2,2025-03-08 18:37:00,2025-03-08 18:48:00,11,0,4,0,18,18,13,0
1000000983,6,2025-03-08 10:44:00,2025-03-08 10:51:00,7,2,1,6,10,10,13,0
1000000984,1,2025-03-08 20:51:00,2025-03-08 21:11:00,20,1,6,0,20,21,13,0
1000000985,6,2025-03-08 09:46:00,2025-03-08 10:16:00,30,1,6,8,9,10,13,0
1000000986,4,2025-03-08 08:53:00,2025-03-08 09:52:00,59,3,1,10,8,9,13,0
1000000987,6,2025-03-08 20:11:00,2025-03-08 21:51:00,100,3,5,7,20,21,13,0
1000000988,5,2025-03-08 06:39:00,2025-03-08 06:58:00,19,2,4,10,6,6,13,0
1000000989,2,2025-03-08 16:09:00,2025-03-08 17:36:00,87,0,5,9,16,17,13,0
1000000990,6,2025-03-08 18:40:00,2025-03-08 20:25:00,105,2,3,4,18,20,13,0
1000000991,6,2025-03-08 19:53:00,2025-03-08 20:26:00,33,0,2,6,19,20,13,0
1000000992,1,2025-03-08 20:05:00,2025-03-08 20:31:00,26,3,5,4,20,20,13,0
1000000993,5,2025-03-08 16:37:00,2025-03-08 17:23:00,46,1,1,9,16,17,13,0
1000000994,8,2025-03-08 18:28:00,2025-03-08 19:18:00,50,3,3,9,18,19,13,0
1000000995,8,2025-03-08 11:54:00,2025-03-08 12:54:00,60,3,2,0,11,12,13,0
1000000996,6,2025-03-08 17:09:00,2025-03-08 17:52:00,43,0,2,8,17,17,13,0
1000000997,0,2025-03-08 18:44:00,2025-03-08 19:46:00,62,1,0,1,18,19,13,0
1000000998,6,2025-03-08 17:21:00,2025-03-08 19:04:00,103,0,3,6,17,19,13,0
1000000999,8,2025-03-08 14:01:00,2025-03-08 14:54:00,53,3,4,2,14,14,13,0
1000000000,6,2025-03-08 06:09:00,2025-03-08 06:28:00,19,1,0,3,6,6,14,0
1000000001,4,2025-03-08 12:28:00,2025-03-08 13:10:00,42,0,3,5,12,13,14,0
1000000002,0,2025-03-08 15:11:00,2025-03-08 15:37:00,26,3,3,8,15,15,14,0
1000000003,9,2025-03-08 14:17:00,2025-03-08 15:36:00,79,1,4,9,14,15,14,1
1000000004,2,2025-03-08 15:59:00,2025-03-08 17:37:00,98,3,3,0,15,17,14,0
1000000005,3,2025-03-08 11:41:00,2025-03-08 13:37:00,116,0,4,10,11,13,14,0
1000000006,9,2025-03-08 11:33:00,2025-03-08 12:20:00,47,0,0,6,11,12,14,0
1000000007,9,2025-03-08 16:37:00,2025-03-08 18:15:00,98,3,1,6,16,18,14,0
1000000008,5,2025-03-08 18:54:00,2025-03-08 19:22:00,28,1,5,8,18,19,14,0
1000000009,8,2025-03-08 13:42:00,2025-03-08 14:01:00,19,3,2,10,13,14,14,1
1000000010,7,2025-03-08 15:05:00,2025-03-08 15:21:00,16,2,4,1,15,15,14,0
1000000011,3,2025-03-08 12:22:00,2025-03-08 13:58:00,96,0,1,10,12,13,14,0
1000000012,6,2025-03-08 14:31:00,2025-03-08 15:46:00,75,0,4,5,14,15,14,1
1000000013,0,2025-03-08 12:21:00,2025-03-08 13:06:00,45,3,3,10,12,13,14,0
1000000014,0,2025-03-08 13:05:00,2025-03-08 13:25:00,20,2,6,2,13,13,14,0
